sample_id,trace_path,usage_records_count,final_trace_rounds,execution_events_count,rollback_events,repair_round_events,stable_consensus_events,round_usage_summary_json,round3_answers_json
strategyqa_0099,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0099_trace.json,9,2,3,0,0,0,"{""1"": 1361, ""2"": 2834}",[]
strategyqa_0100,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0100_trace.json,9,2,3,0,0,0,"{""1"": 1602, ""2"": 3912}",[]
strategyqa_0101,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0101_trace.json,9,2,3,0,0,0,"{""1"": 1413, ""2"": 2852}",[]
strategyqa_0102,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0102_trace.json,9,2,3,0,0,0,"{""1"": 1317, ""2"": 2674}",[]
strategyqa_0103,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0103_trace.json,9,2,3,0,0,0,"{""1"": 1378, ""2"": 2816}",[]
strategyqa_0104,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0104_trace.json,15,2,6,1,1,0,"{""1"": 1848, ""2"": 8337}",[]
strategyqa_0105,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0105_trace.json,15,2,6,1,1,0,"{""1"": 1636, ""2"": 5843}",[]
strategyqa_0106,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0106_trace.json,20,3,7,1,2,0,"{""1"": 1594, ""2"": 7921, ""3"": 3535}","[""false"", ""false"", ""false""]"
strategyqa_0107,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0107_trace.json,9,2,3,0,0,0,"{""1"": 1386, ""2"": 2823}",[]
strategyqa_0108,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0108_trace.json,9,2,3,0,0,0,"{""1"": 1404, ""2"": 2751}",[]
strategyqa_0109,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0109_trace.json,9,2,3,0,0,0,"{""1"": 1381, ""2"": 2732}",[]
strategyqa_0110,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0110_trace.json,9,2,3,0,0,0,"{""1"": 1385, ""2"": 2892}",[]
strategyqa_0111,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0111_trace.json,9,2,3,0,0,0,"{""1"": 1397, ""2"": 2728}",[]
strategyqa_0112,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0112_trace.json,15,2,6,1,1,0,"{""1"": 1590, ""2"": 7800}",[]
strategyqa_0113,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0113_trace.json,9,2,3,0,0,0,"{""1"": 1442, ""2"": 2832}",[]
strategyqa_0114,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0114_trace.json,9,2,3,0,0,0,"{""1"": 1440, ""2"": 2879}",[]
strategyqa_0115,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0115_trace.json,15,2,6,1,1,0,"{""1"": 1425, ""2"": 6515}",[]
strategyqa_0116,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0116_trace.json,9,2,3,0,0,0,"{""1"": 1417, ""2"": 2798}",[]
strategyqa_0117,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0117_trace.json,30,5,9,1,2,0,"{""1"": 1341, ""2"": 2910, ""3"": 3397, ""4"": 8662, ""5"": 3940}","[""false"", ""true"", ""true""]"
strategyqa_0118,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0118_trace.json,9,2,3,0,0,0,"{""1"": 1453, ""2"": 2926}",[]
strategyqa_0119,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0119_trace.json,9,2,3,0,0,0,"{""1"": 1374, ""2"": 2814}",[]
strategyqa_0120,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0120_trace.json,9,2,3,0,0,0,"{""1"": 1411, ""2"": 3524}",[]
strategyqa_0121,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0121_trace.json,15,2,6,1,1,0,"{""1"": 1552, ""2"": 7650}",[]
strategyqa_0122,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0122_trace.json,9,2,3,0,0,0,"{""1"": 1364, ""2"": 2751}",[]
strategyqa_0123,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0123_trace.json,9,2,3,0,0,0,"{""1"": 1354, ""2"": 2774}",[]
strategyqa_0124,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0124_trace.json,9,2,3,0,0,0,"{""1"": 1371, ""2"": 2744}",[]
strategyqa_0125,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0125_trace.json,9,2,3,0,0,0,"{""1"": 1441, ""2"": 2875}",[]
strategyqa_0126,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0126_trace.json,14,3,4,0,0,0,"{""1"": 1581, ""2"": 4274, ""3"": 3812}","[""false"", ""false"", ""false""]"
strategyqa_0127,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0127_trace.json,20,3,7,1,1,0,"{""1"": 1546, ""2"": 3922, ""3"": 7579}","[""false"", ""false"", ""false""]"
strategyqa_0128,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0128_trace.json,9,2,3,0,0,0,"{""1"": 1370, ""2"": 2752}",[]
strategyqa_0129,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0129_trace.json,9,2,3,0,0,0,"{""1"": 1373, ""2"": 2796}",[]
strategyqa_0130,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0130_trace.json,9,2,3,0,0,0,"{""1"": 1335, ""2"": 2935}",[]
strategyqa_0131,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0131_trace.json,9,2,3,0,0,0,"{""1"": 1363, ""2"": 2773}",[]
strategyqa_0132,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0132_trace.json,9,2,3,0,0,0,"{""1"": 1390, ""2"": 2779}",[]
strategyqa_0133,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0133_trace.json,9,2,3,0,0,0,"{""1"": 1388, ""2"": 2830}",[]
strategyqa_0134,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0134_trace.json,9,2,3,0,0,0,"{""1"": 1398, ""2"": 2772}",[]
strategyqa_0135,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0135_trace.json,9,2,3,0,0,0,"{""1"": 1423, ""2"": 3149}",[]
strategyqa_0136,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0136_trace.json,24,5,6,0,0,0,"{""1"": 1667, ""2"": 4307, ""3"": 4179, ""4"": 2924, ""5"": 2872}","[""true"", ""true"", ""true""]"
strategyqa_0137,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0137_trace.json,9,2,3,0,0,1,"{""1"": 1431, ""2"": 2922}",[]
strategyqa_0138,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0138_trace.json,9,2,3,0,0,0,"{""1"": 1354, ""2"": 2776}",[]
strategyqa_0139,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0139_trace.json,9,2,3,0,0,0,"{""1"": 1400, ""2"": 2825}",[]
strategyqa_0140,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0140_trace.json,9,2,3,0,0,0,"{""1"": 1355, ""2"": 2771}",[]
strategyqa_0141,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0141_trace.json,9,2,3,0,0,0,"{""1"": 1308, ""2"": 2770}",[]
strategyqa_0142,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0142_trace.json,9,2,3,0,0,0,"{""1"": 1357, ""2"": 2767}",[]
strategyqa_0143,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0143_trace.json,9,2,3,0,0,0,"{""1"": 1359, ""2"": 2776}",[]
strategyqa_0144,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0144_trace.json,9,2,3,0,0,0,"{""1"": 1403, ""2"": 2769}",[]
strategyqa_0145,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0145_trace.json,9,2,3,0,0,0,"{""1"": 1507, ""2"": 2985}",[]
strategyqa_0146,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0146_trace.json,9,2,3,0,0,0,"{""1"": 1564, ""2"": 2926}",[]
strategyqa_0147,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0147_trace.json,20,3,7,1,1,0,"{""1"": 1483, ""2"": 3957, ""3"": 7775}","[""false"", ""false"", ""false""]"
strategyqa_0148,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0148_trace.json,9,2,3,0,0,0,"{""1"": 1423, ""2"": 2838}",[]
strategyqa_0149,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0149_trace.json,9,2,3,0,0,0,"{""1"": 1554, ""2"": 3607}",[]
strategyqa_0150,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0150_trace.json,9,2,3,0,0,0,"{""1"": 1476, ""2"": 2855}",[]
strategyqa_0151,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0151_trace.json,9,2,3,0,0,0,"{""1"": 1476, ""2"": 2929}",[]
strategyqa_0152,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0152_trace.json,9,2,3,0,0,0,"{""1"": 1496, ""2"": 2913}",[]
strategyqa_0153,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0153_trace.json,9,2,3,0,0,0,"{""1"": 1540, ""2"": 2860}",[]
strategyqa_0154,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0154_trace.json,9,2,3,0,0,0,"{""1"": 1337, ""2"": 2700}",[]
strategyqa_0155,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0155_trace.json,9,2,3,0,0,0,"{""1"": 1411, ""2"": 2822}",[]
strategyqa_0156,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0156_trace.json,9,2,3,0,0,0,"{""1"": 1400, ""2"": 2796}",[]
strategyqa_0157,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0157_trace.json,9,2,3,0,0,0,"{""1"": 1361, ""2"": 2748}",[]
strategyqa_0158,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0158_trace.json,9,2,3,0,0,0,"{""1"": 1614, ""2"": 2891}",[]
strategyqa_0159,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0159_trace.json,9,2,3,0,0,0,"{""1"": 1335, ""2"": 2716}",[]
strategyqa_0160,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0160_trace.json,9,2,3,0,0,0,"{""1"": 1440, ""2"": 2790}",[]
strategyqa_0161,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0161_trace.json,25,4,8,1,1,0,"{""1"": 1495, ""2"": 3643, ""3"": 3893, ""4"": 7660}","[""true"", ""false"", ""false""]"
strategyqa_0162,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0162_trace.json,14,3,4,0,0,0,"{""1"": 1722, ""2"": 3872, ""3"": 3792}","[""false"", ""true"", ""true""]"
strategyqa_0163,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0163_trace.json,20,3,7,1,2,0,"{""1"": 1524, ""2"": 6333, ""3"": 3725}","[""false"", ""false"", ""false""]"
strategyqa_0164,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0164_trace.json,9,2,3,0,0,0,"{""1"": 1500, ""2"": 2918}",[]
strategyqa_0165,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0165_trace.json,9,2,3,0,0,0,"{""1"": 1668, ""2"": 4076}",[]
strategyqa_0166,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0166_trace.json,9,2,3,0,0,0,"{""1"": 1678, ""2"": 3117}",[]
strategyqa_0167,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0167_trace.json,9,2,3,0,0,0,"{""1"": 1324, ""2"": 2726}",[]
strategyqa_0168,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0168_trace.json,24,5,6,0,0,0,"{""1"": 1348, ""2"": 2763, ""3"": 2872, ""4"": 2906, ""5"": 2863}","[""true"", ""true"", ""true""]"
strategyqa_0169,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0169_trace.json,9,2,3,0,0,0,"{""1"": 1350, ""2"": 2772}",[]
strategyqa_0170,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0170_trace.json,9,2,3,0,0,0,"{""1"": 1617, ""2"": 3983}",[]
strategyqa_0171,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0171_trace.json,9,2,3,0,0,0,"{""1"": 1783, ""2"": 3093}",[]
strategyqa_0172,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0172_trace.json,14,3,4,0,0,0,"{""1"": 1443, ""2"": 2791, ""3"": 2777}","[""true"", ""true"", ""true""]"
strategyqa_0173,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0173_trace.json,9,2,3,0,0,0,"{""1"": 1439, ""2"": 2810}",[]
strategyqa_0174,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0174_trace.json,9,2,3,0,0,0,"{""1"": 1366, ""2"": 2908}",[]
strategyqa_0175,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0175_trace.json,19,4,5,0,0,0,"{""1"": 1538, ""2"": 3553, ""3"": 3994, ""4"": 2932}","[""false"", ""false"", ""false""]"
strategyqa_0176,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0176_trace.json,15,3,4,0,0,0,"{""1"": 1945, ""2"": 4222, ""3"": 3905}","[""false"", ""true"", ""true""]"
strategyqa_0177,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0177_trace.json,9,2,3,0,0,0,"{""1"": 1394, ""2"": 2821}",[]
strategyqa_0178,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0178_trace.json,10,2,3,0,0,0,"{""1"": 1761, ""2"": 2781}",[]
strategyqa_0179,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0179_trace.json,9,2,3,0,0,0,"{""1"": 1409, ""2"": 2710}",[]
strategyqa_0180,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0180_trace.json,9,2,3,0,0,0,"{""1"": 1402, ""2"": 2795}",[]
strategyqa_0181,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0181_trace.json,9,2,3,0,0,0,"{""1"": 1431, ""2"": 2779}",[]
strategyqa_0182,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0182_trace.json,9,2,3,0,0,0,"{""1"": 1548, ""2"": 4011}",[]
strategyqa_0183,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0183_trace.json,9,2,3,0,0,0,"{""1"": 1352, ""2"": 2788}",[]
strategyqa_0184,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0184_trace.json,9,2,3,0,0,0,"{""1"": 1384, ""2"": 2818}",[]
strategyqa_0185,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0185_trace.json,9,2,3,0,0,0,"{""1"": 1412, ""2"": 2806}",[]
strategyqa_0186,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0186_trace.json,9,2,3,0,0,0,"{""1"": 1421, ""2"": 2738}",[]
strategyqa_0187,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0187_trace.json,9,2,3,0,0,0,"{""1"": 1372, ""2"": 2795}",[]
strategyqa_0188,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0188_trace.json,15,2,6,1,1,0,"{""1"": 1479, ""2"": 7004}",[]
strategyqa_0189,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0189_trace.json,9,2,3,0,0,0,"{""1"": 1333, ""2"": 2758}",[]
strategyqa_0190,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0190_trace.json,9,2,3,0,0,0,"{""1"": 1303, ""2"": 2731}",[]
strategyqa_0191,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0191_trace.json,9,2,3,0,0,0,"{""1"": 1502, ""2"": 3039}",[]
strategyqa_0192,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0192_trace.json,15,2,6,1,1,0,"{""1"": 1454, ""2"": 6576}",[]
strategyqa_0193,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0193_trace.json,9,2,3,0,0,0,"{""1"": 1383, ""2"": 2765}",[]
strategyqa_0194,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0194_trace.json,9,2,3,0,0,0,"{""1"": 1420, ""2"": 2785}",[]
strategyqa_0195,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0195_trace.json,9,2,3,0,0,0,"{""1"": 1324, ""2"": 2708}",[]
strategyqa_0196,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0196_trace.json,9,2,3,0,0,0,"{""1"": 1433, ""2"": 2940}",[]
strategyqa_0197,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0197_trace.json,9,2,3,0,0,0,"{""1"": 1428, ""2"": 2902}",[]
strategyqa_0198,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0198_trace.json,9,2,3,0,0,0,"{""1"": 1393, ""2"": 2869}",[]
strategyqa_0199,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0199_trace.json,9,2,3,0,0,0,"{""1"": 1465, ""2"": 2902}",[]
strategyqa_0200,C:\Users\chen\Desktop\MY_MAD\outputs\strategyqa\traces\strategyqa_0200_trace.json,9,2,3,0,0,0,"{""1"": 1402, ""2"": 2802}",[]
